x,y,z
6,1.4,0.167999991
6.2,1.4,0.165735868
6.4,1.4,0.163471744
6.6,1.4,0.16120762
6.8,1.4,0.158943497
7,1.4,0.156679373
7.2,1.4,0.152929443
7.4,1.4,0.149179513
7.6,1.4,0.145429584
7.8,1.4,0.141679654
8,1.4,0.137929724
8.2,1.4,0.13735271
8.4,1.4,0.136775697
8.6,1.4,0.136198683
8.8,1.4,0.135621669
9,1.4,0.135044656
9.2,1.4,0.137825881
9.4,1.4,0.140607106
9.6,1.4,0.143388332
9.8,1.4,0.146169557
10,1.4,0.148950782
10.2,1.4,0.153784907
10.4,1.4,0.158619032
10.6,1.4,0.163453156
10.8,1.4,0.168287281
11,1.4,0.173121406
11.2,1.4,0.177045688
11.4,1.4,0.18096997
11.6,1.4,0.184894252
11.8,1.4,0.188818535
12,1.4,0.192742817
12.2,1.4,0.197143075
12.4,1.4,0.201543333
12.6,1.4,0.205943592
12.8,1.4,0.21034385
13,1.4,0.214744109
13.2,1.4,0.21386258
13.4,1.4,0.212981052
13.6,1.4,0.212099523
13.8,1.4,0.211217995
14,1.4,0.210336466
14.2,1.4,0.206060317
14.4,1.4,0.201784169
14.6,1.4,0.19750802
14.8,1.4,0.193231871
15,1.4,0.188955723
15.2,1.4,0.185645798
15.4,1.4,0.182335873
15.6,1.4,0.179025948
15.8,1.4,0.175716023
16,1.4,0
0,1.6,0.120595693
0.2,1.6,0.128291499
0.4,1.6,0.135987305
0.6,1.6,0.143683111
0.8,1.6,0.151378917
1,1.6,0.159074723
1.2,1.6,0.167281425
1.4,1.6,0.175488127
1.6,1.6,0.183694828
1.8,1.6,0.19190153
2,1.6,0.200108232
2.2,1.6,0.20228047
2.4,1.6,0.204452708
2.6,1.6,0.206624947
2.8,1.6,0.208797185
3,1.6,0.210969423
3.2,1.6,0.213123839
3.4,1.6,0.215278254
3.6,1.6,0.21743267
3.8,1.6,0.219587085
4,1.6,0.221741501
4.2,1.6,0.218900678
4.4,1.6,0.216059855
4.6,1.6,0.213219032
4.8,1.6,0.210378209
5,1.6,0.207537386
5.2,1.6,0.204020912
5.4,1.6,0.200504438
5.6,1.6,0.196987964
5.8,1.6,0.19347149
6,1.6,0.189955016
6.2,1.6,0.187381338
6.4,1.6,0.184807659
6.6,1.6,0.182233981
6.8,1.6,0.179660302
7,1.6,0.177086624
7.2,1.6,0.172610506
7.4,1.6,0.168134388
7.6,1.6,0.16365827
7.8,1.6,0.159182152
8,1.6,0.154706034
8.2,1.6,0.153999173
8.4,1.6,0.153292312
8.6,1.6,0.15258545
8.8,1.6,0.151878589
9,1.6,0.151171728
9.2,1.6,0.154047887
9.4,1.6,0.156924046
9.6,1.6,0.159800206
9.8,1.6,0.162676365
10,1.6,0.165552524
10.2,1.6,0.170846011
10.4,1.6,0.176139499
10.6,1.6,0.181432986
